time,PM1,PM2.5,PM10,BM680 Temp,BM680 Gas,BM680 Humidity,BM680 Pressure,BM680 Altitude
2 / 28 / 2025,7,10,11,25.7844921875,92498,41.198696771844155,1001.3965672540567,99.15865419006253
2 / 28 / 2025,7,10,11,25.8005078125,93282,41.212678421955715,1001.3994362400741,99.13453927045856
2 / 28 / 2025,7,10,10,25.8188671875,95892,41.245236862499425,1001.3967520373415,99.1571010145253
2 / 28 / 2025,8,11,11,25.8368359375,96681,41.296081473906156,1001.3971394226154,99.15384489105483
2 / 28 / 2025,8,11,11,25.8534375,97483,41.32235699158046,1001.4009179890837,99.12208462788723
2 / 28 / 2025,7,11,11,25.8692578125,98519,41.37910218366252,1001.399795957489,99.1315157126005
2 / 28 / 2025,6,10,10,25.8856640625,99352,41.417597053495534,1001.3977446654811,99.14875759206905
2 / 28 / 2025,6,10,10,25.899140625,100599,41.443549280663376,1001.3929681793875,99.18890586180464
2 / 28 / 2025,7,10,11,25.9128125,101293,41.42061992895015,1001.3940186145379,99.18007652231681
2 / 28 / 2025,7,10,11,25.92453125,103070,41.324148849876764,1001.3901837596791,99.2123100909912
2 / 28 / 2025,8,11,12,25.9372265625,103372,41.1973134545848,1001.3878697550526,99.23176032188465
2 / 28 / 2025,9,14,14,25.949140625,103312,41.13759847266458,1001.3880202886554,99.23049501936325
2 / 28 / 2025,9,14,14,25.960859375,104475,41.144999544820145,1001.3952312290136,99.16988400821617
2 / 28 / 2025,9,14,14,25.974921875,105224,41.17707606358289,1001.4024107932413,99.1095370778434
2 / 28 / 2025,10,14,15,25.9868359375,105350,41.1967113782894,1001.3988767782798,99.13924175541881
2 / 28 / 2025,10,14,15,26.0016796875,105602,41.247207406837305,1001.405430828736,99.08415265137604
2 / 28 / 2025,10,14,15,26.0173046875,106303,41.328356312478064,1001.4095183858467,99.04979544102561
2 / 28 / 2025,11,15,16,26.03390625,107078,41.36075833368261,1001.4096018657879,99.04909376690038
2 / 28 / 2025,11,15,16,26.0446484375,107798,41.42919666780265,1001.4116051324388,99.03225571969435
2 / 28 / 2025,11,15,16,26.0532421875,109540,41.44238389722564,1001.410260863322,99.0435546951982
2 / 28 / 2025,12,16,17,26.0598828125,111410,41.3514275347447,1001.4003486079349,99.12687048300558
2 / 28 / 2025,12,16,17,26.063984375,113344,41.10150347586681,1001.403055123387,99.10412125841468
2 / 28 / 2025,12,16,17,26.068671875,114226,40.8215582320401,1001.399307845124,99.1356184776946
2 / 28 / 2025,12,16,17,26.07375,115121,40.554292790619726,1001.4016939232902,99.11556262293665
2 / 28 / 2025,12,16,17,26.0786328125,115271,40.36639441667952,1001.4000923125905,99.1290247390741
2 / 28 / 2025,12,16,17,26.0868359375,114896,40.25797522327654,1001.4036630749847,99.09901121594493
2 / 28 / 2025,13,18,18,26.0940625,114821,40.25876287995201,1001.403870598307,99.09726691155653
2 / 28 / 2025,13,18,18,26.1003125,115878,40.27765877738216,1001.4025565965989,99.10831154956043
2 / 28 / 2025,13,18,18,26.1028515625,117814,40.217227792113476,1001.4046702281613,99.09054575230252
2 / 28 / 2025,13,18,18,26.1032421875,119007,40.059535750001416,1001.4034370045088,99.1009114158283
2 / 28 / 2025,12,17,17,26.106171875,119816,39.85987142666774,1001.3969503833796,99.15543383901807
2 / 28 / 2025,12,17,17,26.1087109375,120307,39.64226342729645,1001.404589216258,99.09122668454147
2 / 28 / 2025,13,19,19,26.1128125,120885,39.50365467478759,1001.403611531546,99.09944445619305
2 / 28 / 2025,14,20,20,26.1175,120637,39.41353654799475,1001.3998629535448,99.13095258608145
2 / 28 / 2025,14,20,20,26.1221875,121051,39.41403891318852,1001.3997978137569,99.13150010998656
2 / 28 / 2025,15,20,20,26.1219921875,123338,39.3958996362578,1001.3921263864299,99.19598148326007
2 / 28 / 2025,15,20,20,26.1235546875,123597,39.2873993943402,1001.389034969662,99.22196617390982
2 / 28 / 2025,15,20,20,26.1282421875,123166,39.215495406627106,1001.4018623094935,99.11414727711859
2 / 28 / 2025,15,21,21,26.133515625,122822,39.23415674184164,1001.404551523784,99.09154350244812
2 / 28 / 2025,15,21,21,26.1383984375,123511,39.270881525761354,1001.4029484845195,99.10501759506406
2 / 28 / 2025,15,21,21,26.138984375,125000,39.246807644710614,1001.3928101599006,99.19023408123604
2 / 28 / 2025,15,20,20,26.142109375,125713,39.14460104683282,1001.3866269049172,99.24220704121673
2 / 28 / 2025,15,20,20,26.1466015625,125445,39.0847919973609,1001.3880987804841,99.2298352603609
2 / 28 / 2025,15,20,20,26.151875,125624,39.10343767966014,1001.381578131413,99.28464438134793
2 / 28 / 2025,15,20,20,26.1598828125,124207,39.18268049699962,1001.3830002487514,99.27269079190191
2 / 28 / 2025,15,20,20,26.1690625,124295,39.32244623507106,1001.3788797640508,99.3073255121455
2 / 28 / 2025,15,20,20,26.17921875,125000,39.45640025273307,1001.3781218402274,99.31369625084609
2 / 28 / 2025,15,21,21,26.1895703125,124646,39.57839733353956,1001.383193605406,99.27106553602577
2 / 28 / 2025,15,21,21,26.2001171875,123858,39.78525123638027,1001.3867272537351,99.24136356348025
2 / 28 / 2025,15,21,21,26.209296875,124911,40.02860564917681,1001.3862890013828,99.24504727556139
2 / 28 / 2025,15,20,20,26.2190625,124911,40.199539109440316,1001.3793947015047,99.3029972008041
2 / 28 / 2025,15,20,20,26.23,125178,40.34648122906864,1001.379851261215,99.29915958561241
2 / 28 / 2025,15,20,20,26.240546875,126616,40.43271721536635,1001.3760146496273,99.33140828977514
2 / 28 / 2025,15,20,20,26.255,128275,40.41606355851958,1001.3745768621719,99.34349366253494
2 / 28 / 2025,15,20,20,26.2716015625,127903,40.33280184188627,1001.3727996457108,99.35843213709329
2 / 28 / 2025,15,20,20,26.288984375,129121,40.26788264558502,1001.3722378041017,99.3631547270036
2 / 28 / 2025,15,22,22,26.3079296875,130556,40.19101493102982,1001.3685809536714,99.39389263268035
2 / 28 / 2025,15,22,22,26.326875,129310,40.10811158068808,1001.3722917896682,99.3627009483191
2 / 28 / 2025,15,22,22,26.3462109375,130074,40.031353256889325,1001.3692398227919,99.38835445664385
2 / 28 / 2025,16,23,23,26.36359375,129691,40.02111324711147,1001.3797269123771,99.30020480032584
2 / 28 / 2025,16,23,23,26.378828125,127903,40.1137689175435,1001.3831826033856,99.27115801330453
2 / 28 / 2025,16,23,23,26.3923046875,129026,40.279169171143344,1001.3839001961564,99.26512630237788
2 / 28 / 2025,15,21,21,26.4044140625,129882,40.408113092915485,1001.3861732857778,99.24601991852705
2 / 28 / 2025,15,21,21,26.4153515625,130459,40.43971299227442,1001.3847784122836,99.25774447997588
2 / 28 / 2025,14,20,20,26.4255078125,131924,40.428665375084194,1001.3876944388036,99.233233933875
2 / 28 / 2025,14,21,21,26.4356640625,131825,40.33859504695515,1001.3942954679317,99.1777494569168
2 / 28 / 2025,15,22,23,26.446015625,132718,40.27289078450584,1001.3956722177558,99.16617732232915
2 / 28 / 2025,15,22,23,26.456953125,132919,40.20727498562672,1001.3832189064805,99.27085286832077
2 / 28 / 2025,15,22,23,26.46828125,133321,40.08103545614106,1001.3842722925382,99.2619986554545
2 / 28 / 2025,14,22,23,26.478046875,135161,39.96684687464183,1001.3865779443933,99.24261857685092
2 / 28 / 2025,15,23,23,26.489765625,133929,39.84688748171672,1001.3808671960011,99.2906201451887
2 / 28 / 2025,14,21,22,26.50109375,133929,39.78147458745306,1001.3727045792313,99.35923122336001
2 / 28 / 2025,14,22,24,26.511640625,134132,39.75838986005485,1001.3743821833781,99.34513004302629
2 / 28 / 2025,15,23,25,26.5223828125,134851,39.729273475508876,1001.3818922217717,99.28200429759488
2 / 28 / 2025,15,24,26,26.533125,135681,39.669892734248926,1001.3857160699878,99.2498630287552
2 / 28 / 2025,15,24,26,26.54171875,136416,39.62240246936056,1001.3806657268024,99.29231359409276
2 / 28 / 2025,15,24,26,26.548359375,136311,39.61101685290088,1001.3854752618136,99.25188713343503
2 / 28 / 2025,15,24,26,26.55578125,136840,39.58761509321394,1001.3933440160587,99.18574679913608
2 / 28 / 2025,15,24,26,26.564375,136734,39.55224404948275,1001.3938218818207,99.18173014115158
2 / 28 / 2025,15,24,26,26.5723828125,136416,39.50472153881218,1001.3860149341966,99.24735093666152
2 / 28 / 2025,15,24,25,26.5815625,137053,39.487569213798075,1001.3910904609907,99.20468887593378
2 / 28 / 2025,15,24,25,26.5899609375,136311,39.476380503313784,1001.3894201435656,99.2187286176592
2 / 28 / 2025,15,24,25,26.597578125,136734,39.49534158916609,1001.3810038145539,99.28947179839902
2 / 28 / 2025,15,24,25,26.602265625,137053,39.50189407183619,1001.382771599572,99.27461269878128
2 / 28 / 2025,15,24,25,26.60890625,137911,39.52680200066903,1001.383893454208,99.265182971667
2 / 28 / 2025,15,24,25,26.612421875,138780,39.50298859150951,1001.3838367699614,99.26565942978554
2 / 28 / 2025,15,24,25,26.6180859375,138780,39.41290836310147,1001.3834381273016,99.26901021200779
2 / 28 / 2025,15,24,25,26.62609375,138998,39.37750722088702,1001.394060753097,99.1797223305534
2 / 28 / 2025,14,23,24,26.6317578125,138235,39.37811616974205,1001.3918186022389,99.19856853916075
2 / 28 / 2025,14,23,24,26.6368359375,138670,39.37866215268389,1001.3794478660936,99.30255032548214
2 / 28 / 2025,14,23,24,26.6430859375,139108,39.361205218698345,1001.3762741042536,99.32922743633439
2 / 28 / 2025,14,23,24,26.6481640625,138344,39.373836935206086,1001.3804923780206,99.2937706771221
2 / 28 / 2025,14,23,24,26.65265625,139881,39.446854924743654,1001.3819552077615,99.28147486949234
2 / 28 / 2025,14,23,24,26.650703125,142367,39.35598135730301,1001.3770716073118,99.32252400393875
2 / 28 / 2025,14,23,24,26.6481640625,144467,39.15039478910604,1001.3786490888024,99.30926445557701
2 / 28 / 2025,15,23,24,26.6471875,143878,38.87293003250359,1001.3789722189864,99.3065483812295
2 / 28 / 2025,15,23,24,26.6466015625,146144,38.620044343714945,1001.379903408497,99.29872126143556
2 / 28 / 2025,15,23,24,26.645625,145661,38.40355352006288,1001.3820698112804,99.28051157083492
2 / 28 / 2025,14,23,24,26.6440625,146753,38.2172909544995,1001.3833241002077,99.26996866447035
2 / 28 / 2025,14,23,24,26.640546875,147737,38.055015203155676,1001.3833812867717,99.26948798393767
2 / 28 / 2025,14,23,24,26.6387890625,147613,37.86315625593883,1001.3769584400346,99.32347523412771
2 / 28 / 2025,14,22,23,26.6352734375,149112,37.68928609940968,1001.3751723254219,99.33848847364982
2 / 28 / 2025,14,22,23,26.6348828125,147861,37.515932083655066,1001.37087775233,99.37458672430719
2 / 28 / 2025,14,22,23,26.631171875,148484,37.37822945936625,1001.3724740663176,99.3611688119585
2 / 28 / 2025,14,21,22,26.6255078125,149745,37.27026356256856,1001.3728731436888,99.35781434604249
2 / 28 / 2025,14,21,22,26.6159375,151418,37.15601380335138,1001.3727208445866,99.35909450405644
2 / 28 / 2025,14,21,22,26.6055859375,152597,37.01199979669779,1001.3787246279978,99.30862950996843
2 / 28 / 2025,13,21,22,26.592890625,153528,36.85598853743193,1001.3700202976534,99.38179411783541
2 / 28 / 2025,13,21,22,26.5837109375,153394,36.688613443029574,1001.3760040810413,99.33149712434245
2 / 28 / 2025,13,21,22,26.575703125,153394,36.563089537909875,1001.3709101098507,99.37431474106207
2 / 28 / 2025,13,21,22,26.5665234375,154199,36.47314418356476,1001.3621485640201,99.44796074311614
2 / 28 / 2025,13,21,22,26.5555859375,154335,36.38307642908371,1001.3561794261957,99.498135194412
2 / 28 / 2025,13,21,22,26.5469921875,153796,36.28144886567764,1001.3520157280253,99.53313390495326
2 / 28 / 2025,13,21,22,26.5403515625,154470,36.227464218090816,1001.3527354535138,99.52708411506087
2 / 28 / 2025,13,21,22,26.5368359375,154065,36.221188330430884,1001.3601630556278,99.46465019418814
2 / 28 / 2025,13,21,22,26.5346875,152995,36.22689559993332,1001.3605042128776,99.46178255029588
2 / 28 / 2025,13,21,22,26.5317578125,153128,36.25029528443662,1001.357786100354,99.4846300385815
2 / 28 / 2025,13,21,22,26.5290234375,153128,36.2796427923144,1001.3553720463773,99.5049217608363
2 / 28 / 2025,14,22,23,26.5235546875,153394,36.33242663528376,1001.357915635303,99.48354121267666
2 / 28 / 2025,15,22,24,26.514765625,154470,36.35525150262021,1001.3552897221921,99.50561375083026
2 / 28 / 2025,15,22,24,26.5087109375,154470,36.36649781621737,1001.3532348818136,99.5228860772775
2 / 28 / 2025,14,21,23,26.5001171875,155560,36.335995419152106,1001.3509125924804,99.54240652805434
2 / 28 / 2025,13,20,23,26.4926953125,153796,36.3293220849945,1001.3596287773215,99.46914114510872
2 / 28 / 2025,13,20,23,26.488203125,154065,36.37628934649369,1001.35816325558,99.4814598027312
2 / 28 / 2025,13,20,23,26.486640625,152202,36.465081587641784,1001.3557305404723,99.50190837807048
2 / 28 / 2025,13,20,22,26.4876171875,151940,36.601668684028326,1001.3517224920733,99.5355987566982
2 / 28 / 2025,13,20,22,26.4903515625,151028,36.803931730151184,1001.3449226853154,99.59275601691992
2 / 28 / 2025,13,20,22,26.4954296875,150384,37.04241671546457,1001.3417717655849,99.61924186716925
2 / 28 / 2025,14,20,21,26.50265625,150770,37.251678454240775,1001.3382797978695,99.64859456108026
2 / 28 / 2025,14,20,21,26.51125,148986,37.47927579679177,1001.3479734245542,99.56711232334617
2 / 28 / 2025,14,20,21,26.5175,149364,37.73088426473565,1001.3484893137052,99.56277590414003
2 / 28 / 2025,14,19,21,26.5239453125,150384,37.93500939246491,1001.3400944378808,99.63334109561855
2 / 28 / 2025,14,19,21,26.5321484375,149745,38.06166162247435,1001.3381217055004,99.6499234518795
2 / 28 / 2025,14,19,21,26.5403515625,149618,38.1344492615621,1001.3435205467582,99.60454203775612
2 / 28 / 2025,14,19,21,26.5466015625,150256,38.22506347604701,1001.3385066075224,99.64668804771985
2 / 28 / 2025,14,19,21,26.5520703125,150384,38.32765450754266,1001.3396482312933,99.63709180813574
2 / 28 / 2025,14,19,21,26.5598828125,149364,38.388517643166516,1001.3499675260526,99.55035047663671
2 / 28 / 2025,14,20,22,26.5684765625,149238,38.45549572182512,1001.3522877234667,99.53084759497052
2 / 28 / 2025,14,20,22,26.5774609375,149491,38.56462429559806,1001.355215757827,99.50623547096183
2 / 28 / 2025,14,20,22,26.585859375,148609,38.691818478346406,1001.3480158091062,99.56675605064858
2 / 28 / 2025,15,20,24,26.5930859375,150512,38.77684548903427,1001.3463636363991,99.58064376175726
2 / 28 / 2025,15,20,24,26.601484375,151028,38.80784166451254,1001.3446922796093,99.59469274788698
2 / 28 / 2025,15,20,24,26.6106640625,151158,38.79075302699868,1001.3368639841296,99.66049559602536
2 / 28 / 2025,15,20,24,26.6180859375,150770,38.767458918058324,1001.3465740659641,99.57887494745688
2 / 28 / 2025,15,20,24,26.62609375,149745,38.768308995479465,1001.3516665509242,99.53606898095674
2 / 28 / 2025,15,20,24,26.63390625,149745,38.83537582859693,1001.3472386085051,99.57328898364985
2 / 28 / 2025,15,21,25,26.6430859375,148734,38.93877469779633,1001.3430951741877,99.60811761426137
2 / 28 / 2025,15,21,25,26.652265625,149618,39.00606269140296,1001.346324443547,99.58097320635713
2 / 28 / 2025,15,21,25,26.662421875,149238,39.061421596124696,1001.3418568718251,99.61852648431818
2 / 28 / 2025,15,21,25,26.6731640625,148986,39.092730811638454,1001.3475175193395,99.57094453594908
2 / 28 / 2025,15,21,25,26.6833203125,149364,39.11191674722583,1001.3485790372023,99.56202171382867
2 / 28 / 2025,15,21,25,26.692890625,148484,39.16725389651087,1001.3524149457235,99.52977820400133
2 / 28 / 2025,15,21,25,26.7016796875,149745,39.2104524690201,1001.3550345490513,99.50775865251107
2 / 28 / 2025,15,21,25,26.710859375,149364,39.211436582381204,1001.3619488110234,99.44963979190044
2 / 28 / 2025,15,21,25,26.7196484375,148484,39.27276802553637,1001.359037436519,99.47411174506948
2 / 28 / 2025,15,22,26,26.7270703125,148109,39.430685037203396,1001.363215258006,99.43899451804785
2 / 28 / 2025,16,23,27,26.7329296875,147985,39.58253953275721,1001.3575868688182,99.4863047100683
2 / 28 / 2025,16,23,27,26.7383984375,148734,39.637606134894945,1001.3495067080204,99.55422397878046
2 / 28 / 2025,16,23,27,26.7434765625,150000,39.63815546746635,1001.3500361097778,99.54977398194319
2 / 28 / 2025,15,22,26,26.749140625,150641,39.541932908653024,1001.3533209260626,99.52216281646034
2 / 28 / 2025,15,22,26,26.7559765625,150256,39.43984543819941,1001.352898761749,99.52571139702592
2 / 28 / 2025,16,22,26,26.7645703125,151028,39.380315239779186,1001.3515249349376,99.53725936189863
2 / 28 / 2025,16,22,26,26.774140625,149872,39.34508167477147,1001.3479833102772,99.56702922672181
2 / 28 / 2025,16,22,26,26.782734375,149364,39.370181349168085,1001.3447650125314,99.59408137365244
2 / 28 / 2025,15,22,25,26.790546875,148860,39.38915633641716,1001.3421741440313,99.61585956992293
2 / 28 / 2025,15,22,25,26.7997265625,147861,39.40828132038557,1001.3380232146822,99.6507513448183
2 / 28 / 2025,15,22,25,26.80734375,147613,39.45747684265412,1001.3369713906828,99.65959275846402
2 / 28 / 2025,15,22,24,26.8159375,147737,39.50074436543342,1001.3429703300162,99.60916702369009
2 / 28 / 2025,15,22,24,26.8251171875,147490,39.52593543204958,1001.3425057891861,99.61307184068585
2 / 28 / 2025,15,22,24,26.8341015625,146631,39.593476340251115,1001.3472683625729,99.57303887912093
2 / 28 / 2025,15,21,22,26.8411328125,147737,39.66689162395184,1001.3563666110317,99.49656178152333
2 / 28 / 2025,15,21,22,26.84875,147737,39.67377290601915,1001.3553135259042,99.50541366465772
2 / 28 / 2025,15,21,22,26.8559765625,149491,39.65638786029156,1001.3536522774833,99.51937758138146
2 / 28 / 2025,15,22,22,26.863203125,149238,39.584517707915715,1001.3593663565804,99.4713469600052
2 / 28 / 2025,15,22,22,26.8696484375,148860,39.512593502014695,1001.3657084993257,99.41803730731294
2 / 28 / 2025,15,22,22,26.876875,148609,39.50732363267415,1001.3677345156208,99.40100743839518
2 / 28 / 2025,15,21,22,26.8848828125,147985,39.48398872467199,1001.3562243856901,99.49775727997415
2 / 28 / 2025,14,20,21,26.893671875,147613,39.4909873090543,1001.3588372778344,99.47579420814797
2 / 28 / 2025,14,20,21,26.9028515625,147120,39.54038546838053,1001.3583697177652,99.47972435371283
2 / 28 / 2025,14,19,19,26.9114453125,147861,39.60184460041998,1001.3643661602717,99.42932047879054
2 / 28 / 2025,14,19,19,26.9192578125,147985,39.62690904920265,1001.3617705199523,99.4511384400173
2 / 28 / 2025,14,19,19,26.93,148986,39.61596232186308,1001.3637332361526,99.43464059299353
2 / 28 / 2025,14,18,18,26.939765625,149238,39.544376371337336,1001.3641759563345,99.43091925888795
2 / 28 / 2025,14,18,18,26.9493359375,150256,39.454650873829934,1001.3587819247867,99.47625948633231
2 / 28 / 2025,14,18,18,26.955390625,151288,39.32832370940465,1001.3534496476743,99.52108082327806
2 / 28 / 2025,13,18,18,26.96203125,151548,39.15988380053057,1001.3508729741994,99.54273954747192
2 / 28 / 2025,13,18,18,26.968671875,152202,38.99764830893752,1001.3501402500888,99.54889860907619
2 / 28 / 2025,13,18,18,26.9743359375,152465,38.87765664305472,1001.3460436483978,99.58333349537034
2 / 28 / 2025,14,18,18,26.979609375,152202,38.78782951295589,1001.3542486704957,99.51436449252569
2 / 28 / 2025,14,18,18,26.9856640625,152202,38.740286594452485,1001.3581365212573,99.48168452213179
2 / 28 / 2025,14,18,18,26.992109375,152071,38.650658132639904,1001.3515664601622,99.53691031346791
2 / 28 / 2025,13,18,19,26.99640625,151940,38.6029672318679,1001.3490305221493,99.55822666001761
2 / 28 / 2025,13,18,19,27.0003125,153261,38.62745365692752,1001.3440424215008,99.6001552895607
2 / 28 / 2025,13,18,19,27.005390625,152334,38.69421012640922,1001.3445660512797,99.59575379083611
2 / 28 / 2025,14,19,19,27.011640625,152862,38.77316786856413,1001.3506014642008,99.54502177958354
2 / 28 / 2025,14,19,19,27.0176953125,152730,38.80996137192774,1001.3526442673991,99.5278505971493
2 / 28 / 2025,14,19,19,27.024921875,153128,38.81073151877698,1001.3417553072404,99.61938021210808
2 / 28 / 2025,12,18,18,27.0305859375,153930,38.817360945729504,1001.34318997813,99.60732071568862
2 / 28 / 2025,12,18,18,27.0356640625,154877,38.75765415750297,1001.3455573279572,99.58742137634287
2 / 28 / 2025,12,18,18,27.0438671875,155013,38.65615582799185,1001.3472531750746,99.57316654106138
2 / 28 / 2025,13,18,19,27.051875,154065,38.614871856546955,1001.3597115200378,99.4684456395238
2 / 28 / 2025,13,18,19,27.0587109375,154065,38.633654281102665,1001.3537466122516,99.51858463333787
2 / 28 / 2025,13,18,19,27.0669140625,153930,38.634525554609,1001.3499083433213,99.55084794935333
2 / 28 / 2025,13,18,18,27.0743359375,153930,38.62327546971363,1001.3448542820246,99.5933309973101
2 / 28 / 2025,14,19,19,27.082734375,152597,38.690391258299705,1001.3486971728069,99.56102869946633
2 / 28 / 2025,14,19,19,27.0903515625,152202,38.7574537650671,1001.3531690162803,99.52343972221453
2 / 28 / 2025,13,18,19,27.09484375,152730,38.85434913887915,1001.3527792183502,99.52671624149288
2 / 28 / 2025,13,18,19,27.09953125,153930,38.85484944038861,1001.3490040235691,99.5584493994953
