Time,Latitude,Longitude,counts
1746225165.41,37.86969798322276,-122.2543278040415,29.6
1746225170.39,37.86977969426699,-122.25429622629728,29.6
1746225175.36,37.86978003993293,-122.25429380625286,29.6
1746225180.39,37.869837907524214,-122.25431036244792,28.0
1746225185.39,37.86978049311885,-122.25437946334272,27.0
1746225190.4,37.869794414723025,-122.25436826151508,27.6
1746225195.39,37.869778326335776,-122.25436966537812,31.0
1746225200.43,37.86978277866434,-122.2543607349255,30.6
1746225205.39,37.86978277866434,-122.2543607349255,30.8
1746225210.39,37.87002861503313,-122.25390974443616,25.4
1746225215.39,37.869899030810096,-122.25430201750459,33.8
1746225220.37,37.869899030810096,-122.25430201750459,33.8
1746225225.39,37.869899030810096,-122.25430201750459,30.6
1746225230.39,37.86978588514312,-122.2543849338237,28.6
1746225235.39,37.8698084295414,-122.25434721737331,32.2
1746225240.39,37.86976976665607,-122.254381064835,29.6
1746225245.39,37.8698998270909,-122.25426957953931,24.8
1746225250.39,37.8698998270909,-122.25426957953931,29.6
1746225255.39,37.8698998270909,-122.25426957953931,28.8
1746225260.39,37.8698998270909,-122.25426957953931,30.6
1746225265.39,37.86983444407401,-122.25431143353734,27.6
1746225270.37,37.8698219441124,-122.25434077853103,27.6
1746225275.42,37.869767048204224,-122.25438060810836,24.2
1746225280.39,37.86983945020977,-122.25433435423517,23.6
1746225285.39,37.86985069601205,-122.25431717436435,26.2
1746225290.39,37.86979259259531,-122.25434498188204,26.6
