Time,Latitude,Longitude,counts
1746225738.66,37.86936810948935,-122.25951482263488,31.8
1746225743.64,37.86941323664685,-122.2593941656654,31.8
1746225748.64,37.869405156835874,-122.25938172054789,31.8
1746225753.64,37.869460461742804,-122.25936672400447,31.8
1746225758.64,37.86951271161537,-122.25936347663027,31.8
1746225763.64,37.869434266168575,-122.25937834779937,31.8
1746225768.63,37.86948936529259,-122.2595943511671,31.8
1746225773.64,37.86948936529259,-122.2595943511671,31.8
1746225778.64,37.86948936529272,-122.25959435116711,31.8
1746225783.65,37.86948936529272,-122.25959435116711,31.8
1746225788.64,37.86948936529272,-122.25959435116711,31.8
1746225793.64,37.86943803438478,-122.25939654850127,31.8
1746225798.64,37.86942595785034,-122.25938533531999,31.8
1746225803.64,37.86942536496054,-122.25938411414397,31.8
1746225808.64,37.86942868435734,-122.25938208334082,31.8
1746225813.64,37.86942377690027,-122.25913854327263,31.8
1746225818.64,37.86942377690027,-122.25913854327263,31.8
1746225823.64,37.86942377690041,-122.25913854327264,31.8
1746225828.64,37.86942377690041,-122.25913854327264,31.8
1746225833.65,37.86942377690041,-122.25913854327264,31.8
1746225838.64,37.86942258004365,-122.25934541981738,31.8
1746225843.64,37.86943066134141,-122.25938282950602,31.8
1746225848.64,37.869431108755705,-122.25938575181699,31.8
1746225853.64,37.869458375326396,-122.25936954157702,31.8
